#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:50640963	Ceric.1Z000100	Ceric.1Z000100.1	Ceric.1Z000100.1.p												
PAC:50581986	Ceric.35G030600	Ceric.35G030600.6	Ceric.35G030600.6.p	PF00005 PF12698	PTHR19229	EC:3.6.3.25			GO:0005215 GO:0005524 GO:0006810 GO:0016021 GO:0016887			Cre14.g613950	ABC transporter		
PAC:50581988	Ceric.35G030600	Ceric.35G030600.7	Ceric.35G030600.7.p	PF00005 PF12698	PTHR19229	EC:3.6.3.25			GO:0005215 GO:0005524 GO:0006810 GO:0016021 GO:0016887			Cre14.g613950	ABC transporter		
PAC:50581987	Ceric.35G030600	Ceric.35G030600.8	Ceric.35G030600.8.p	PF00005	PTHR19229	EC:3.6.3.25			GO:0005215 GO:0005524 GO:0006810 GO:0016021 GO:0016887			Cre14.g613950	ABC transporter		
PAC:50580920	Ceric.35G030700	Ceric.35G030700.1	Ceric.35G030700.1.p	PF13371	PTHR20931 PTHR20931:SF0		KOG4340		GO:0005515			Cre07.g342200	Intraflagellar Transport Protein 70		
PAC:50580921	Ceric.35G030700	Ceric.35G030700.2	Ceric.35G030700.2.p	PF13371	PTHR20931 PTHR20931:SF0		KOG4340		GO:0005515			Cre07.g342200	Intraflagellar Transport Protein 70		
PAC:50580922	Ceric.35G030700	Ceric.35G030700.3	Ceric.35G030700.3.p	PF13371	PTHR20931 PTHR20931:SF0		KOG4340		GO:0005515			Cre07.g342200	Intraflagellar Transport Protein 70		
PAC:50581147	Ceric.35G030800	Ceric.35G030800.1	Ceric.35G030800.1.p	PF00149 PF13415	PTHR11668 PTHR11668:SF243	EC:3.1.3.16	KOG0374		GO:0004721 GO:0009742 GO:0016787	AT2G27210	BRI1 suppressor 1 (BSU1)-like 3	Cre01.g050850	Protein Phosphatase 1 beta	LOC_Os03g44500	serine/threonine protein phosphatase, putative, expressed
PAC:50581148	Ceric.35G030800	Ceric.35G030800.2	Ceric.35G030800.2.p	PF00149 PF13415	PTHR11668 PTHR11668:SF243	EC:3.1.3.16	KOG0374		GO:0004721 GO:0009742 GO:0016787	AT2G27210	BRI1 suppressor 1 (BSU1)-like 3	Cre01.g050850	Protein Phosphatase 1 beta	LOC_Os03g44500	serine/threonine protein phosphatase, putative, expressed
PAC:50582033	Ceric.35G030900	Ceric.35G030900.1	Ceric.35G030900.1.p												
PAC:50581478	Ceric.35G031000	Ceric.35G031000.1	Ceric.35G031000.1.p	PF13839 PF14416	PTHR32285 PTHR32285:SF18					AT5G51640	Plant protein of unknown function (DUF828)			LOC_Os01g68630	leaf senescence related protein, putative, expressed
PAC:50581479	Ceric.35G031000	Ceric.35G031000.2	Ceric.35G031000.2.p	PF13839 PF14416	PTHR32285 PTHR32285:SF18					AT5G51640	Plant protein of unknown function (DUF828)			LOC_Os01g68630	leaf senescence related protein, putative, expressed
PAC:50581480	Ceric.35G031000	Ceric.35G031000.3	Ceric.35G031000.3.p	PF13839	PTHR32285 PTHR32285:SF18					AT5G51640	Plant protein of unknown function (DUF828)			LOC_Os01g68630	leaf senescence related protein, putative, expressed
PAC:50580902	Ceric.35G031100	Ceric.35G031100.1	Ceric.35G031100.1.p												
PAC:50581090	Ceric.35G031200	Ceric.35G031200.1	Ceric.35G031200.1.p	PF05641 PF16135	PTHR24098 PTHR24098:SF9	EC:2.3.1.48			GO:0005515 GO:0008080 GO:0008270	AT1G05380	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein				
PAC:50582085	Ceric.35G031300	Ceric.35G031300.1	Ceric.35G031300.1.p	PF04819	PTHR16007							Cre06.g299350	Flagellar/basal body protein 15	LOC_Os11g40570	plant viral response family protein, putative, expressed
PAC:50581487	Ceric.35G031400	Ceric.35G031400.1	Ceric.35G031400.1.p		PTHR14154 PTHR14154:SF11					AT5G02120	one helix protein	Cre02.g109950	peptidyl-prolyl cis-trans isomerase, FKBP-type	LOC_Os05g22730	expressed protein
PAC:50581488	Ceric.35G031400	Ceric.35G031400.2	Ceric.35G031400.2.p		PTHR14154 PTHR14154:SF11					AT5G02120	one helix protein	Cre02.g109950	peptidyl-prolyl cis-trans isomerase, FKBP-type	LOC_Os05g22730	expressed protein
PAC:50581045	Ceric.35G031500	Ceric.35G031500.1	Ceric.35G031500.1.p	PF00566	PTHR22957 PTHR22957:SF274		KOG4567	K18469		AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581054	Ceric.35G031500	Ceric.35G031500.2	Ceric.35G031500.2.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581055	Ceric.35G031500	Ceric.35G031500.3	Ceric.35G031500.3.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581047	Ceric.35G031500	Ceric.35G031500.4	Ceric.35G031500.4.p	PF00566	PTHR22957 PTHR22957:SF274		KOG4567	K18469		AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581046	Ceric.35G031500	Ceric.35G031500.5	Ceric.35G031500.5.p	PF00566	PTHR22957 PTHR22957:SF274		KOG4567	K18469		AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581052	Ceric.35G031500	Ceric.35G031500.6	Ceric.35G031500.6.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581049	Ceric.35G031500	Ceric.35G031500.7	Ceric.35G031500.7.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581051	Ceric.35G031500	Ceric.35G031500.8	Ceric.35G031500.8.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581048	Ceric.35G031500	Ceric.35G031500.9	Ceric.35G031500.9.p	PF00566	PTHR22957 PTHR22957:SF274		KOG4567	K18469		AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581053	Ceric.35G031500	Ceric.35G031500.10	Ceric.35G031500.10.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581050	Ceric.35G031500	Ceric.35G031500.11	Ceric.35G031500.11.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581056	Ceric.35G031500	Ceric.35G031500.12	Ceric.35G031500.12.p	PF00566	PTHR22957 PTHR22957:SF274					AT4G29950	Ypt/Rab-GAP domain of gyp1p superfamily protein			LOC_Os08g40620	rabGAP/TBC domain-containing protein, putative, expressed
PAC:50581498	Ceric.35G031600	Ceric.35G031600.1	Ceric.35G031600.1.p	PF00248	PTHR11732		KOG1575			AT1G04690	potassium channel beta subunit 1	Cre04.g217916	(1 of 11) KOG1575 - Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	LOC_Os02g57240	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:50581963	Ceric.35G031700	Ceric.35G031700.1	Ceric.35G031700.1.p	PF01126	PTHR35703 PTHR35703:SF2	EC:1.14.99.3	KOG4480	K00510	GO:0004392 GO:0006788 GO:0055114	AT2G26670	Plant haem oxygenase (decyclizing) family protein	Cre10.g423500	Heme oxygenase	LOC_Os06g40080	heme oxygenase 1, putative, expressed
PAC:50580704	Ceric.35G031800	Ceric.35G031800.1	Ceric.35G031800.1.p	PF08392 PF08541	PTHR31561	EC:2.3.1.199			GO:0006633 GO:0008610 GO:0016020 GO:0016747						
PAC:50580705	Ceric.35G031800	Ceric.35G031800.2	Ceric.35G031800.2.p	PF08392 PF08541	PTHR31561	EC:2.3.1.199			GO:0006633 GO:0008610 GO:0016020 GO:0016747						
PAC:50580706	Ceric.35G031800	Ceric.35G031800.3	Ceric.35G031800.3.p	PF08392 PF08541	PTHR31561	EC:2.3.1.199			GO:0006633 GO:0008610 GO:0016020 GO:0016747						
PAC:50580707	Ceric.35G031800	Ceric.35G031800.4	Ceric.35G031800.4.p	PF08541	PTHR31561				GO:0006633 GO:0008610 GO:0016020 GO:0016747						
PAC:50581959	Ceric.35G031900	Ceric.35G031900.1	Ceric.35G031900.1.p		PTHR36775										
PAC:50581791	Ceric.35G032000	Ceric.35G032000.1	Ceric.35G032000.1.p	PF00583	PTHR13355 PTHR13355:SF5	EC:2.3.1.4			GO:0008080						
PAC:50581792	Ceric.35G032000	Ceric.35G032000.2	Ceric.35G032000.2.p	PF00583	PTHR13355 PTHR13355:SF5				GO:0008080						
PAC:50581821	Ceric.35G032100	Ceric.35G032100.1	Ceric.35G032100.1.p	PF00085	PTHR10438 PTHR10438:SF276	EC:1.8.1.8	KOG0907 KOG0910		GO:0006662 GO:0015035 GO:0045454			Cre02.g142800	thioredoxin-related protein		
PAC:50581060	Ceric.35G032200	Ceric.35G032200.1	Ceric.35G032200.1.p	PF01301 PF02140	PTHR23421 PTHR23421:SF69	EC:3.2.1.145 EC:3.2.1.23			GO:0004553 GO:0005975 GO:0030246					LOC_Os01g39830	beta-galactosidase, putative, expressed
PAC:50581061	Ceric.35G032200	Ceric.35G032200.2	Ceric.35G032200.2.p	PF01301 PF02140	PTHR23421 PTHR23421:SF69	EC:3.2.1.145			GO:0004553 GO:0005975 GO:0030246					LOC_Os01g39830	beta-galactosidase, putative, expressed
PAC:50581062	Ceric.35G032200	Ceric.35G032200.3	Ceric.35G032200.3.p	PF01301 PF02140	PTHR23421 PTHR23421:SF69	EC:3.2.1.23	KOG0496		GO:0004553 GO:0005975 GO:0030246					LOC_Os01g39830	beta-galactosidase, putative, expressed
PAC:50581904	Ceric.35G032300	Ceric.35G032300.1	Ceric.35G032300.1.p	PF00060 PF00497	PTHR18966 PTHR18966:SF117				GO:0004970 GO:0016020			Cre16.g685650	Ionotropic glutamate receptor		
PAC:50581414	Ceric.35G032400	Ceric.35G032400.1	Ceric.35G032400.1.p	PF00060 PF00497	PTHR18966 PTHR18966:SF117				GO:0004970 GO:0016020			Cre16.g685650	Ionotropic glutamate receptor		
PAC:50581698	Ceric.35G032500	Ceric.35G032500.1	Ceric.35G032500.1.p												
PAC:50581842	Ceric.35G032600	Ceric.35G032600.1	Ceric.35G032600.1.p	PF00060 PF00497	PTHR18966 PTHR18966:SF117				GO:0004970 GO:0016020						
PAC:50581434	Ceric.35G032700	Ceric.35G032700.1	Ceric.35G032700.1.p												
PAC:50580893	Ceric.35G032800	Ceric.35G032800.1	Ceric.35G032800.1.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580894	Ceric.35G032800	Ceric.35G032800.2	Ceric.35G032800.2.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580895	Ceric.35G032800	Ceric.35G032800.3	Ceric.35G032800.3.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580896	Ceric.35G032800	Ceric.35G032800.4	Ceric.35G032800.4.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580897	Ceric.35G032800	Ceric.35G032800.5	Ceric.35G032800.5.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580898	Ceric.35G032800	Ceric.35G032800.6	Ceric.35G032800.6.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44			GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580899	Ceric.35G032800	Ceric.35G032800.7	Ceric.35G032800.7.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44	KOG0058		GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580900	Ceric.35G032800	Ceric.35G032800.8	Ceric.35G032800.8.p	PF00005 PF00664	PTHR24221	EC:3.6.3.44	KOG0058		GO:0005524 GO:0006810 GO:0016021 GO:0016887 GO:0042626 GO:0055085						
PAC:50580849	Ceric.35G032900	Ceric.35G032900.1	Ceric.35G032900.1.p	PF02705	PTHR30540				GO:0015079 GO:0016020 GO:0071805						
PAC:50581127	Ceric.35G033000	Ceric.35G033000.1	Ceric.35G033000.1.p												
PAC:50581767	Ceric.35G033100	Ceric.35G033100.1	Ceric.35G033100.1.p			EC:3.2.1.8									
PAC:50581866	Ceric.35G033200	Ceric.35G033200.1	Ceric.35G033200.1.p												
PAC:50580786	Ceric.35G033300	Ceric.35G033300.1	Ceric.35G033300.1.p	PF04749	PTHR15907 PTHR15907:SF39					AT2G40935	PLAC8 family protein	Cre09.g408800	(1 of 12) PF04749 - PLAC8 family (PLAC8)	LOC_Os01g16210	uncharacterized Cys-rich domain containing protein, putative, expressed
PAC:50581205	Ceric.35G033400	Ceric.35G033400.1	Ceric.35G033400.1.p	PF02453	PTHR10994 PTHR10994:SF84					AT5G58000	Reticulon family protein				
PAC:50581208	Ceric.35G033400	Ceric.35G033400.2	Ceric.35G033400.2.p	PF02453	PTHR10994 PTHR10994:SF84					AT5G58000	Reticulon family protein				
PAC:50581207	Ceric.35G033400	Ceric.35G033400.3	Ceric.35G033400.3.p	PF02453	PTHR10994 PTHR10994:SF84					AT5G58000	Reticulon family protein				
PAC:50581206	Ceric.35G033400	Ceric.35G033400.4	Ceric.35G033400.4.p	PF02453	PTHR10994 PTHR10994:SF84					AT5G58000	Reticulon family protein				
PAC:50581754	Ceric.35G033500	Ceric.35G033500.1	Ceric.35G033500.1.p												
PAC:50581057	Ceric.35G033600	Ceric.35G033600.1	Ceric.35G033600.1.p	PF01428 PF01754	PTHR10634		KOG3173		GO:0003677 GO:0008270			Cre09.g400100	(1 of 1) PTHR10634 - AN1-TYPE ZINC FINGER PROTEIN		
PAC:50580942	Ceric.35G033700	Ceric.35G033700.1	Ceric.35G033700.1.p												
PAC:50581435	Ceric.35G033800	Ceric.35G033800.1	Ceric.35G033800.1.p	PF03081	PTHR12542 PTHR12542:SF19				GO:0000145 GO:0006887	AT1G72470	exocyst subunit exo70 family protein D1	Cre10.g421250	Component of the Exocyst Complex	LOC_Os08g35470	exo70 exocyst complex subunit, putative, expressed
PAC:50581517	Ceric.35G033900	Ceric.35G033900.1	Ceric.35G033900.1.p												
PAC:50581654	Ceric.35G034000	Ceric.35G034000.1	Ceric.35G034000.1.p	PF02181 PF10409	PTHR23213 PTHR23213:SF190		KOG2283							LOC_Os04g17130	retrotransposon protein, putative, unclassified, expressed
PAC:50581655	Ceric.35G034000	Ceric.35G034000.2	Ceric.35G034000.2.p	PF02181 PF10409	PTHR23213 PTHR23213:SF190		KOG2283							LOC_Os04g17130	retrotransposon protein, putative, unclassified, expressed
PAC:50581656	Ceric.35G034000	Ceric.35G034000.3	Ceric.35G034000.3.p	PF02181	PTHR23213 PTHR23213:SF190									LOC_Os04g17130	retrotransposon protein, putative, unclassified, expressed
PAC:50581468	Ceric.35G034100	Ceric.35G034100.1	Ceric.35G034100.1.p	PF00226	PTHR24078 PTHR24078:SF208					AT5G37380	Chaperone DnaJ-domain superfamily protein				
PAC:50581469	Ceric.35G034100	Ceric.35G034100.2	Ceric.35G034100.2.p	PF00226	PTHR24078 PTHR24078:SF208					AT5G37380	Chaperone DnaJ-domain superfamily protein				
PAC:50581851	Ceric.35G034200	Ceric.35G034200.1	Ceric.35G034200.1.p	PF04755	PTHR31906 PTHR31906:SF6					AT2G46910	Plastid-lipid associated protein PAP / fibrillin family protein				
PAC:50581852	Ceric.35G034200	Ceric.35G034200.2	Ceric.35G034200.2.p	PF04755	PTHR31906 PTHR31906:SF6					AT2G46910	Plastid-lipid associated protein PAP / fibrillin family protein				
PAC:50581547	Ceric.35G034300	Ceric.35G034300.1	Ceric.35G034300.1.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581548	Ceric.35G034300	Ceric.35G034300.2	Ceric.35G034300.2.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581550	Ceric.35G034300	Ceric.35G034300.3	Ceric.35G034300.3.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581551	Ceric.35G034300	Ceric.35G034300.4	Ceric.35G034300.4.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581549	Ceric.35G034300	Ceric.35G034300.5	Ceric.35G034300.5.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581552	Ceric.35G034300	Ceric.35G034300.6	Ceric.35G034300.6.p	PF01535 PF13041 PF13812	PTHR24015									LOC_Os10g40920	pentatricopeptide, putative, expressed
PAC:50581630	Ceric.35G034400	Ceric.35G034400.1	Ceric.35G034400.1.p	PF03345	PTHR10830	EC:2.4.99.18	KOG2754	K12670	GO:0005789 GO:0018279	AT5G66680	dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein	Cre14.g614100	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	LOC_Os07g10830	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit precursor, putative, expressed
PAC:50581631	Ceric.35G034400	Ceric.35G034400.2	Ceric.35G034400.2.p	PF03345	PTHR10830	EC:2.4.99.18	KOG2754		GO:0005789 GO:0018279	AT5G66680	dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein	Cre14.g614100	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	LOC_Os07g10830	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit precursor, putative, expressed
PAC:50581905	Ceric.35G034500	Ceric.35G034500.1	Ceric.35G034500.1.p	PF06775	PTHR21212										
PAC:50581906	Ceric.35G034500	Ceric.35G034500.2	Ceric.35G034500.2.p	PF06775	PTHR21212										
PAC:50581907	Ceric.35G034500	Ceric.35G034500.3	Ceric.35G034500.3.p	PF06775	PTHR21212										
PAC:50581001	Ceric.35G034600	Ceric.35G034600.1	Ceric.35G034600.1.p	PF00514	PTHR23315 PTHR23315:SF69	EC:6.3.2.19			GO:0005515						
PAC:50581002	Ceric.35G034600	Ceric.35G034600.2	Ceric.35G034600.2.p		PTHR23315 PTHR23315:SF69	EC:6.3.2.19									
PAC:50581519	Ceric.35G034700	Ceric.35G034700.1	Ceric.35G034700.1.p	PF05236 PF12174	PTHR15138 PTHR15138:SF14			K03129	GO:0005669 GO:0006352	AT5G43130	TBP-associated factor 4			LOC_Os02g43750	transcription initiation factor, putative, expressed
PAC:50581521	Ceric.35G034700	Ceric.35G034700.2	Ceric.35G034700.2.p	PF05236 PF12174	PTHR15138 PTHR15138:SF14			K03129	GO:0005669 GO:0006352	AT5G43130	TBP-associated factor 4			LOC_Os02g43750	transcription initiation factor, putative, expressed
PAC:50581522	Ceric.35G034700	Ceric.35G034700.3	Ceric.35G034700.3.p	PF05236	PTHR15138 PTHR15138:SF14			K03129	GO:0005669 GO:0006352	AT5G43130	TBP-associated factor 4			LOC_Os02g43750	transcription initiation factor, putative, expressed
PAC:50581520	Ceric.35G034700	Ceric.35G034700.4	Ceric.35G034700.4.p	PF05236 PF12174	PTHR15138 PTHR15138:SF14			K03129	GO:0005669 GO:0006352	AT5G43130	TBP-associated factor 4			LOC_Os02g43750	transcription initiation factor, putative, expressed
PAC:50581855	Ceric.35G034800	Ceric.35G034800.1	Ceric.35G034800.1.p	PF08561	PTHR28595 PTHR28595:SF1			K17435		AT3G01740	Mitochondrial ribosomal protein L37	Cre12.g546000	Putative mitochondrial ribosomal protein L54	LOC_Os12g14080	expressed protein
PAC:50580953	Ceric.35G034900	Ceric.35G034900.1	Ceric.35G034900.1.p		PTHR26312 PTHR26312:SF87										
PAC:50580954	Ceric.35G034900	Ceric.35G034900.2	Ceric.35G034900.2.p		PTHR26312 PTHR26312:SF87										
PAC:50581658	Ceric.35G035000	Ceric.35G035000.1	Ceric.35G035000.1.p	PF00125	PTHR11426 PTHR11426:SF46		KOG1745	K11253	GO:0000786 GO:0003677						
PAC:50580963	Ceric.35G035100	Ceric.35G035100.1	Ceric.35G035100.1.p		PTHR26312 PTHR26312:SF87										
PAC:50580664	Ceric.35G035200	Ceric.35G035200.1	Ceric.35G035200.1.p												
PAC:50580812	Ceric.35G035300	Ceric.35G035300.1	Ceric.35G035300.1.p	PF00264	PTHR11474 PTHR11474:SF32	EC:1.14.18.1		K00505	GO:0008152 GO:0016491						
PAC:50580813	Ceric.35G035300	Ceric.35G035300.2	Ceric.35G035300.2.p	PF00264	PTHR11474 PTHR11474:SF32	EC:1.14.18.1		K00505	GO:0008152 GO:0016491						
PAC:50581512	Ceric.35G035400	Ceric.35G035400.1	Ceric.35G035400.1.p	PF00264	PTHR11474 PTHR11474:SF32	EC:1.14.18.1		K00505	GO:0008152 GO:0016491						
PAC:50581477	Ceric.35G035500	Ceric.35G035500.1	Ceric.35G035500.1.p												
PAC:50580802	Ceric.35G035600	Ceric.35G035600.1	Ceric.35G035600.1.p	PF13041 PF13812	PTHR24015										
PAC:50582004	Ceric.35G035700	Ceric.35G035700.1	Ceric.35G035700.1.p	PF00085	PTHR10438 PTHR10438:SF229	EC:1.6.5.4	KOG0907		GO:0006662 GO:0015035 GO:0045454	AT1G07700	Thioredoxin superfamily protein			LOC_Os02g35900	thioredoxin, putative, expressed
PAC:50582005	Ceric.35G035700	Ceric.35G035700.2	Ceric.35G035700.2.p	PF00085	PTHR10438 PTHR10438:SF229				GO:0006662 GO:0015035 GO:0045454	AT1G07700	Thioredoxin superfamily protein			LOC_Os02g35900	thioredoxin, putative, expressed
PAC:50580912	Ceric.35G035800	Ceric.35G035800.1	Ceric.35G035800.1.p	PF00583	PTHR23091 PTHR23091:SF229		KOG4144		GO:0008080	AT1G32070	nuclear shuttle interacting			LOC_Os05g40260	acetyltransferase, GNAT family, putative, expressed
PAC:50580913	Ceric.35G035800	Ceric.35G035800.2	Ceric.35G035800.2.p	PF00583	PTHR23091 PTHR23091:SF229				GO:0008080	AT1G32070	nuclear shuttle interacting			LOC_Os05g40260	acetyltransferase, GNAT family, putative, expressed
PAC:50580843	Ceric.35G035900	Ceric.35G035900.1	Ceric.35G035900.1.p	PF05687	PTHR31506 PTHR31506:SF8	EC:3.2.1.2									
PAC:50582019	Ceric.35G036000	Ceric.35G036000.1	Ceric.35G036000.1.p	PF04759	PTHR31696					AT2G41660	Protein of unknown function, DUF617			LOC_Os06g30030	DUF617 domain containing protein, expressed
PAC:50582020	Ceric.35G036000	Ceric.35G036000.2	Ceric.35G036000.2.p	PF04759	PTHR31696					AT2G41660	Protein of unknown function, DUF617			LOC_Os06g30030	DUF617 domain containing protein, expressed
PAC:50581699	Ceric.35G036100	Ceric.35G036100.1	Ceric.35G036100.1.p		PTHR33405					AT1G67170	(1 of 6) KOG1003 - Actin filament-coating protein tropomyosin			LOC_Os02g09890	protein kinase PKN/PRK1, effector, putative, expressed
PAC:50580734	Ceric.35G036200	Ceric.35G036200.1	Ceric.35G036200.1.p												
PAC:50580826	Ceric.35G036300	Ceric.35G036300.1	Ceric.35G036300.1.p	PF15985	PTHR21321 PTHR21321:SF4		KOG3013	K03679	GO:0000178 GO:0003723	AT1G03360	ribosomal RNA processing 4	Cre12.g496450	RNA binding component of exosome complex	LOC_Os04g43922	exosome complex exonuclease rrp4, putative, expressed
PAC:50580827	Ceric.35G036300	Ceric.35G036300.2	Ceric.35G036300.2.p	PF15985	PTHR21321 PTHR21321:SF4				GO:0000178 GO:0003723	AT1G03360	ribosomal RNA processing 4	Cre12.g496450	RNA binding component of exosome complex	LOC_Os04g43922	exosome complex exonuclease rrp4, putative, expressed
PAC:50581094	Ceric.35G036400	Ceric.35G036400.1	Ceric.35G036400.1.p	PF03109	PTHR10566 PTHR10566:SF41	EC:3.6.3.46	KOG1235		GO:0004672 GO:0005524 GO:0006468	AT5G05200	Protein kinase superfamily protein	Cre09.g407801	ABC1/COQ8 ser/thr kinase	LOC_Os07g12530	ABC1 family domain containing protein, putative, expressed
PAC:50581095	Ceric.35G036400	Ceric.35G036400.2	Ceric.35G036400.2.p	PF03109	PTHR10566 PTHR10566:SF41	EC:3.6.3.46	KOG1235		GO:0004672 GO:0005524 GO:0006468	AT5G05200	Protein kinase superfamily protein	Cre09.g407801	ABC1/COQ8 ser/thr kinase	LOC_Os07g12530	ABC1 family domain containing protein, putative, expressed
PAC:50581783	Ceric.35G036500	Ceric.35G036500.1	Ceric.35G036500.1.p	PF01078	PTHR32039 PTHR32039:SF9	EC:6.6.1.1		K03405	GO:0005524 GO:0006779 GO:0015979 GO:0015995 GO:0016851	AT4G18480	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g306300	Magnesium chelatase subunit I, isoform 1	LOC_Os03g36540	magnesium-chelatase subunit chlI, chloroplast precursor, putative, expressed
PAC:50581784	Ceric.35G036500	Ceric.35G036500.2	Ceric.35G036500.2.p	PF01078	PTHR32039 PTHR32039:SF9	EC:6.6.1.1		K03405	GO:0005524 GO:0006779 GO:0015979 GO:0015995 GO:0016851	AT4G18480	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g306300	Magnesium chelatase subunit I, isoform 1	LOC_Os03g36540	magnesium-chelatase subunit chlI, chloroplast precursor, putative, expressed
PAC:50581786	Ceric.35G036500	Ceric.35G036500.3	Ceric.35G036500.3.p	PF01078	PTHR32039 PTHR32039:SF9	EC:6.6.1.1			GO:0005524 GO:0006779 GO:0015979 GO:0015995 GO:0016851	AT4G18480	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g306300	Magnesium chelatase subunit I, isoform 1	LOC_Os03g36540	magnesium-chelatase subunit chlI, chloroplast precursor, putative, expressed
PAC:50581785	Ceric.35G036500	Ceric.35G036500.4	Ceric.35G036500.4.p	PF01078	PTHR32039 PTHR32039:SF9	EC:6.6.1.1			GO:0005524 GO:0006779 GO:0015979 GO:0015995 GO:0016851	AT4G18480	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre06.g306300	Magnesium chelatase subunit I, isoform 1	LOC_Os03g36540	magnesium-chelatase subunit chlI, chloroplast precursor, putative, expressed
PAC:50581854	Ceric.35G036600	Ceric.35G036600.1	Ceric.35G036600.1.p	PF10354	PTHR11538 PTHR11538:SF43		KOG4174	K19307							
