"Cr_peptideName","All_GO"
"Ceric.39G000600.1.p","GO:0004553, GO:0005975, GO:0030246, "
"Ceric.39G000700.1.p","GO:0006520, GO:0016829, GO:0030170, GO:0031071, GO:0044571"
"Ceric.39G000700.2.p","GO:0006520, GO:0016829, "
"Ceric.39G000700.3.p",""
"Ceric.39G000800.1.p","GO:0004721, GO:0005634, "
"Ceric.39G000800.2.p","GO:0004721, GO:0005634, "
"Ceric.39G000800.3.p","GO:0004721, GO:0005634, "
"Ceric.39G000800.4.p","GO:0004721, GO:0005634, "
"Ceric.39G000900.1.p","GO:0016020, "
"Ceric.39G000900.2.p","GO:0016020, "
"Ceric.39G000900.3.p","GO:0016020, "
"Ceric.39G000900.4.p","GO:0016020, "
"Ceric.39G000900.5.p","GO:0016020, "
"Ceric.39G000900.6.p","GO:0016020, "
"Ceric.39G001000.1.p","GO:0003924, GO:0005525"
"Ceric.39G001000.2.p","GO:0005525, "
"Ceric.39G001000.3.p","GO:0005525, "
"Ceric.39G001100.1.p","GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020, "
"Ceric.39G001200.1.p","GO:0003677, GO:0003700, GO:0006355, "
"Ceric.39G001200.2.p","GO:0003677, GO:0003700, GO:0006355, "
"Ceric.39G001200.3.p","GO:0003677, GO:0003700, GO:0006355, "
"Ceric.39G001300.1.p",""
"Ceric.39G001400.1.p","GO:0000774, GO:0006457, GO:0042803, GO:0051087"
"Ceric.39G001400.2.p","GO:0000774, GO:0006457, GO:0042803, GO:0051087, "
"Ceric.39G001500.1.p",", GO:0005515"
"Ceric.39G001600.1.p","GO:0005385, GO:0016020, GO:0016021, GO:0030001, GO:0046873, GO:0055085, GO:0071577"
"Ceric.39G001700.1.p","GO:0005515, GO:0008270"
"Ceric.39G001800.1.p","GO:0003677, GO:0046983, "
"Ceric.39G001800.2.p","GO:0003677, GO:0046983, "
"Ceric.39G001800.3.p","GO:0003677, GO:0046983, "
"Ceric.39G001800.4.p","GO:0003677, GO:0046983, "
"Ceric.39G001900.1.p","GO:0008168, GO:0032259, "
"Ceric.39G001900.2.p",""
"Ceric.39G001900.3.p","GO:0008168, GO:0032259, "
"Ceric.39G002000.1.p","GO:0004017, GO:0005524, GO:0006139, GO:0016776, GO:0019205"
"Ceric.39G002000.2.p","GO:0005524, GO:0006139, GO:0019205, "
"Ceric.39G002100.1.p","GO:0009269, "
"Ceric.39G002200.1.p","GO:0009269, "
"Ceric.39G002300.1.p","GO:0003676, GO:0008270, "
"Ceric.39G002400.1.p","GO:0005509, "
"Ceric.39G002400.2.p","GO:0005509, "
"Ceric.39G002500.1.p",""
"Ceric.39G002500.2.p",""
"Ceric.39G002600.1.p",""
"Ceric.39G002600.2.p",""
"Ceric.39G002600.3.p",""
"Ceric.39G002700.1.p","GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020, "
"Ceric.39G002700.2.p","GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020, "
"Ceric.39G002800.1.p","GO:0006886, GO:0016192, "
"Ceric.39G002900.1.p","GO:0003676, "
"Ceric.39G002900.2.p","GO:0003676, "
"Ceric.39G002900.3.p",""
"Ceric.39G003000.1.p","GO:0005515, "
"Ceric.39G003000.2.p","GO:0005515, "
"Ceric.39G003000.3.p","GO:0005515, "
"Ceric.39G003000.4.p","GO:0005515, "
"Ceric.39G003000.5.p","GO:0005515, "
"Ceric.39G003000.6.p","GO:0005515, "
"Ceric.39G003000.7.p","GO:0005515, "
"Ceric.39G003100.1.p",""
"Ceric.39G003100.2.p",""
"Ceric.39G003200.1.p",""
"Ceric.39G003200.2.p",""
"Ceric.39G003300.1.p",""
"Ceric.39G003400.1.p",""
"Ceric.39G003400.2.p",""
"Ceric.39G003400.3.p",""
"Ceric.39G003400.4.p",""
"Ceric.39G003400.5.p",""
"Ceric.39G003500.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468, GO:0008270, "
"Ceric.39G003600.1.p",""
"Ceric.39G003700.1.p",""
"Ceric.39G003700.2.p",""
"Ceric.39G003700.3.p",""
"Ceric.39G003700.4.p",""
"Ceric.39G003800.1.p","GO:0016209, GO:0016491, GO:0055114"
"Ceric.39G003900.1.p","GO:0003676, "
"Ceric.39G003900.2.p","GO:0003676, "
"Ceric.39G003900.3.p","GO:0003676, "
"Ceric.39G003900.4.p","GO:0003676, "
"Ceric.39G003900.5.p","GO:0003676, "
"Ceric.39G003900.6.p","GO:0003676, "
"Ceric.39G004000.1.p",""
"Ceric.39G004000.2.p",""
"Ceric.39G004000.3.p",""
"Ceric.39G004000.4.p",""
"Ceric.39G004000.5.p",""
"Ceric.39G004100.1.p",""
"Ceric.39G004100.2.p",""
"Ceric.39G004200.1.p",""
"Ceric.39G004300.1.p","GO:0003676, "
"Ceric.39G004300.10.p","GO:0003676, "
"Ceric.39G004300.11.p","GO:0003676, "
"Ceric.39G004300.12.p","GO:0003676, "
"Ceric.39G004300.13.p","GO:0003676, "
"Ceric.39G004300.14.p","GO:0003676, "
"Ceric.39G004300.2.p","GO:0003676, "
"Ceric.39G004300.3.p","GO:0003676, "
"Ceric.39G004300.4.p","GO:0003676, "
"Ceric.39G004300.5.p","GO:0003676, "
"Ceric.39G004300.6.p","GO:0003676, "
"Ceric.39G004300.7.p","GO:0003676, "
"Ceric.39G004300.8.p","GO:0003676, "
"Ceric.39G004300.9.p","GO:0003676, "
"Ceric.39G004400.1.p",""
"Ceric.39G004500.1.p",", GO:0030170, GO:0009058, GO:0055114, GO:0020037, GO:0016705, GO:0005506"
"Ceric.39G004600.1.p","GO:0000786, GO:0003677, "
"Ceric.39G004700.1.p","GO:0005515, GO:0005680, GO:0030071"
"Ceric.39G004700.2.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.3.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.4.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.5.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.6.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.7.p","GO:0005515, GO:0005680, GO:0030071, "
"Ceric.39G004700.8.p","GO:0005515, "
"Ceric.39G004800.1.p",""
"Ceric.39G004900.1.p",""
"Ceric.39G005000.1.p","GO:0000439, GO:0006289, GO:0006355, "
"Ceric.39G005000.2.p","GO:0000439, GO:0006289, GO:0006355, "
"Ceric.39G005100.1.p",""
"Ceric.39G005200.1.p","GO:0004421, GO:0008299"
"Ceric.39G005200.2.p","GO:0004421, GO:0008299, "
"Ceric.39G005300.1.p","GO:0005515, GO:0008270, "
"Ceric.39G005400.1.p",", GO:0005515"
"Ceric.39G005400.2.p",""
"Ceric.39G005500.1.p",""
"Ceric.39G005500.2.p","GO:0004795, GO:0009088, "
"Ceric.39G005500.3.p",""
"Ceric.39G005600.1.p",""
"Ceric.39G005700.1.p","GO:0005515, "
"Ceric.39G005700.2.p",""
"Ceric.39G005700.3.p","GO:0005515, "
"Ceric.39G005800.1.p",""
"Ceric.39G005800.2.p",""
"Ceric.39G005900.1.p","GO:0003676, "
"Ceric.39G005900.2.p","GO:0003676, "
"Ceric.39G006000.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, GO:0016773, GO:0016020"
"Ceric.39G006100.1.p","GO:0003723, GO:0016491, GO:0055114, "
"Ceric.39G006100.2.p","GO:0003723, GO:0016491, GO:0055114, "
"Ceric.39G006200.1.p",""
"Ceric.39G006300.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G006400.1.p",""
"Ceric.39G006500.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G006600.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G006600.2.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G006700.1.p","GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G006800.1.p",""
"Ceric.39G006900.1.p","GO:0008168, "
"Ceric.39G007000.1.p",""
"Ceric.39G007100.1.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G007100.2.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G007100.3.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G007100.4.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G007100.5.p","GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114, "
"Ceric.39G007200.1.p",""
"Ceric.39G007300.1.p",""
"Ceric.39G007300.2.p",""
"Ceric.39G007300.3.p",""
"Ceric.39G007300.4.p",""
"Ceric.39G007300.5.p",""
"Ceric.39G007300.6.p",""
"Ceric.39G007300.7.p",""
"Ceric.39G007400.1.p","GO:0006777"
"Ceric.39G007400.2.p","GO:0006777, "
"Ceric.39G007400.3.p","GO:0006777, "
"Ceric.39G007500.1.p","GO:0009059, GO:0030176, "
"Ceric.39G007600.1.p","GO:0003676, "
"Ceric.39G007600.2.p","GO:0003676, "
"Ceric.39G007600.3.p","GO:0003676, "
"Ceric.39G007600.4.p","GO:0003676, "
"Ceric.39G007700.1.p","GO:0046983, "
"Ceric.39G007700.10.p","GO:0046983, "
"Ceric.39G007700.2.p","GO:0046983, "
"Ceric.39G007700.3.p","GO:0046983, "
"Ceric.39G007700.4.p","GO:0046983, "
"Ceric.39G007700.5.p","GO:0046983, "
"Ceric.39G007700.6.p","GO:0046983, "
"Ceric.39G007700.7.p","GO:0046983, "
"Ceric.39G007700.8.p","GO:0046983, "
"Ceric.39G007700.9.p","GO:0046983, "
"Ceric.39G007800.1.p",""
"Ceric.39G007800.2.p",""
"Ceric.39G007800.3.p",""
"Ceric.39G007900.1.p",""
"Ceric.39G008000.1.p",""
"Ceric.39G008100.1.p","GO:0009116"
"Ceric.39G008200.1.p","GO:0003950, "
"Ceric.39G008300.1.p","GO:0008565, GO:0009306, GO:0015031, GO:0016020"
"Ceric.39G008300.2.p","GO:0008565, GO:0009306, GO:0015031, GO:0016020, "
"Ceric.39G008300.3.p","GO:0008565, GO:0009306, GO:0015031, GO:0016020, "
"Ceric.39G008400.1.p",""
"Ceric.39G008500.1.p",""
"Ceric.39G008600.1.p",""
"Ceric.39G008600.2.p",""
"Ceric.39G008600.3.p",""
"Ceric.39G008600.4.p",""
"Ceric.39G008600.5.p",""
"Ceric.39G008700.1.p",""
"Ceric.39G008800.1.p",""
"Ceric.39G008900.1.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668"
"Ceric.39G008900.2.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.3.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.4.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.5.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.6.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.7.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.8.p","GO:0005515, GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G008900.9.p","GO:0005634, GO:0008270, GO:0016049, GO:0016925, GO:0019789, GO:0031668, "
"Ceric.39G009000.1.p","GO:0016209, GO:0016491, GO:0055114, "
"Ceric.39G009100.1.p","GO:0003676, GO:0008270, "
"Ceric.39G009200.1.p",""
"Ceric.39G009200.2.p",""
"Ceric.39G009200.3.p",""
"Ceric.39G009200.4.p",""
"Ceric.39G009200.5.p",""
"Ceric.39G009200.6.p",""
"Ceric.39G009300.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G009300.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G009300.3.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G009300.4.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G009400.1.p","GO:0016787"
"Ceric.39G009400.2.p","GO:0016787, "
"Ceric.39G009500.1.p",""
"Ceric.39G009600.1.p","GO:0005524, GO:0005737, GO:0042026"
"Ceric.39G009600.2.p","GO:0005524, GO:0005737, GO:0042026, "
"Ceric.39G009600.3.p","GO:0005524, GO:0005737, GO:0042026, "
"Ceric.39G009600.4.p","GO:0005524, GO:0005737, GO:0042026, "
"Ceric.39G009700.1.p",""
"Ceric.39G009800.1.p",""
"Ceric.39G009800.2.p",""
"Ceric.39G009900.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468"
"Ceric.39G010000.1.p","GO:0046983, "
"Ceric.39G010000.2.p","GO:0046983, "
"Ceric.39G010000.3.p","GO:0046983, "
"Ceric.39G010000.4.p","GO:0046983, "
"Ceric.39G010000.5.p","GO:0046983, "
"Ceric.39G010100.1.p","GO:0030163"
"Ceric.39G010100.2.p","GO:0030163, "
"Ceric.39G010200.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468"
"Ceric.39G010200.2.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G010300.1.p","GO:0006457, GO:0016272, GO:0051082"
"Ceric.39G010300.2.p","GO:0006457, GO:0016272, GO:0051082, "
"Ceric.39G010300.3.p","GO:0006457, GO:0016272, GO:0051082, "
"Ceric.39G010400.1.p",""
"Ceric.39G010400.2.p",""
"Ceric.39G010500.1.p",""
"Ceric.39G010500.2.p",""
"Ceric.39G010500.3.p",""
"Ceric.39G010500.4.p",""
"Ceric.39G010500.5.p",""
"Ceric.39G010500.6.p",""
"Ceric.39G010500.7.p",""
"Ceric.39G010600.1.p","GO:0005524, GO:0006810, GO:0016887"
"Ceric.39G010600.2.p","GO:0005524, GO:0006810, GO:0016887, "
"Ceric.39G010700.1.p","GO:0005515, , GO:0055114, GO:0047134"
"Ceric.39G010700.2.p",""
"Ceric.39G010800.1.p","GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085"
"Ceric.39G010900.1.p",""
"Ceric.39G010900.2.p",""
"Ceric.39G010900.3.p",""
"Ceric.39G011000.1.p","GO:0005515"
"Ceric.39G011000.2.p","GO:0005515, "
"Ceric.39G011000.3.p","GO:0005515, "
"Ceric.39G011100.1.p",""
"Ceric.39G011200.1.p","GO:0005524, GO:0035299"
"Ceric.39G011200.2.p","GO:0005524, GO:0035299, "
"Ceric.39G011200.3.p","GO:0005524, GO:0035299, "
"Ceric.39G011200.4.p","GO:0005524, GO:0035299, "
"Ceric.39G011200.5.p","GO:0005524, GO:0035299, "
"Ceric.39G011200.6.p","GO:0005524, GO:0035299, "
"Ceric.39G011300.1.p",""
"Ceric.39G011400.1.p",""
"Ceric.39G011500.1.p",""
"Ceric.39G011500.2.p",""
"Ceric.39G011500.3.p",""
"Ceric.39G011600.1.p","GO:0003746, GO:0003924, GO:0005525, GO:0005622, GO:0006414"
"Ceric.39G011600.2.p","GO:0003746, GO:0003924, GO:0005525, GO:0005622, GO:0006414, "
"Ceric.39G011600.3.p","GO:0003746, GO:0003924, GO:0005525, GO:0005622, GO:0006414, "
"Ceric.39G011600.4.p","GO:0003746, GO:0005525, GO:0005622, GO:0006414, "
"Ceric.39G011700.1.p","GO:0006810, GO:0043190, "
"Ceric.39G011700.2.p","GO:0006810, GO:0043190, "
"Ceric.39G011700.3.p","GO:0006810, GO:0043190, "
"Ceric.39G011800.1.p","GO:0009522, GO:0009538, GO:0015979, "
"Ceric.39G011900.1.p","GO:0003676, "
"Ceric.39G011900.2.p","GO:0003676, "
"Ceric.39G011900.3.p","GO:0003676, "
"Ceric.39G011900.4.p","GO:0003676, "
"Ceric.39G011900.5.p","GO:0003676, "
"Ceric.39G012000.1.p","GO:0000287, GO:0004743, GO:0006096, GO:0030955"
"Ceric.39G012000.2.p","GO:0000287, GO:0004743, GO:0006096, GO:0030955, "
"Ceric.39G012100.1.p","GO:0000723, GO:0003678, GO:0004386, GO:0005524, GO:0006281, "
"Ceric.39G012100.2.p","GO:0000723, GO:0003678, GO:0004386, GO:0005524, GO:0006281, "
"Ceric.39G012100.3.p","GO:0000723, GO:0003678, GO:0004386, GO:0005524, GO:0006281, "
"Ceric.39G012100.4.p","GO:0000723, GO:0003678, GO:0004386, GO:0005524, GO:0006281, "
"Ceric.39G012200.1.p","GO:0003735, GO:0005622, GO:0005840, GO:0006412"
"Ceric.39G012300.1.p",""
"Ceric.39G012400.1.p","GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468"
"Ceric.39G012500.1.p",""
"Ceric.39G012600.1.p","GO:0003735, GO:0005622, GO:0005840, GO:0006412"
"Ceric.39G012700.1.p","GO:0005737, GO:0008690, "
"Ceric.39G012700.2.p","GO:0005737, GO:0008690, "
"Ceric.39G012700.3.p","GO:0005737, GO:0008690, "
"Ceric.39G012700.4.p",""
"Ceric.39G012700.5.p","GO:0005737, GO:0008690, "
"Ceric.39G012800.1.p","GO:0006189, GO:0008152, GO:0008864, GO:0009058, GO:0016597, GO:0016742"
"Ceric.39G012800.2.p","GO:0006189, GO:0008864, GO:0009058, GO:0016742, "
"Ceric.39G012900.1.p",""
"Ceric.39G012900.2.p",""
"Ceric.39G013000.1.p",""
"Ceric.39G013000.2.p",""
"Ceric.39G013000.3.p",""
"Ceric.39G013000.4.p",""
"Ceric.39G013100.1.p","GO:0005975, GO:0016868"
"Ceric.39G013100.2.p","GO:0005975, GO:0016868, "
"Ceric.39G013100.3.p","GO:0005975, GO:0016868, "
"Ceric.39G013100.4.p","GO:0005975, GO:0016868, "
"Ceric.39G013200.1.p",""
"Ceric.39G013300.1.p",""
"Ceric.39G013300.2.p",""
"Ceric.39G013400.1.p",""
"Ceric.39G013500.1.p",""
"Ceric.39G013600.1.p",""
"Ceric.39G013600.2.p",""
"Ceric.39G013600.3.p",""
"Ceric.39G013700.1.p",""
"Ceric.39G013800.1.p",""
"Ceric.39G013900.1.p",""
"Ceric.39G014000.1.p","GO:0006508, GO:0008234, "
"Ceric.39G014100.1.p",""
"Ceric.39G014200.1.p","GO:0006508, GO:0008234, "
"Ceric.39G014300.1.p",""
"Ceric.39G014300.2.p",""
"Ceric.39G014400.1.p","GO:0016491, GO:0055114, "
"Ceric.39G014400.2.p","GO:0016491, GO:0055114, "
"Ceric.39G014500.1.p",""
"Ceric.39G014600.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G014700.1.p","GO:0004672, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G014800.1.p","GO:0004672, GO:0005524, GO:0006468, "
"Ceric.39G014900.1.p",""
"Ceric.39G014900.2.p",""
"Ceric.39G015000.1.p",""
"Ceric.39G015000.2.p",""
"Ceric.39G015000.3.p","GO:0016310, GO:0016772, "
"Ceric.39G015100.1.p","GO:0030145, GO:0045735, "
"Ceric.39G015200.1.p","GO:0008168"
"Ceric.39G015200.2.p","GO:0008168, "
"Ceric.39G015300.1.p","GO:0005525, "
"Ceric.39G015300.2.p",""
"Ceric.39G015300.3.p",""
"Ceric.39G015400.1.p","GO:0004872, "
"Ceric.39G015400.2.p","GO:0004872, "
"Ceric.39G015400.3.p","GO:0004872, "
"Ceric.39G015500.1.p",", GO:0015074"
"Ceric.39G015600.1.p","GO:0009058, GO:0030170"
"Ceric.39G015600.2.p","GO:0009058, GO:0030170, "
"Ceric.39G015700.1.p",", GO:0030170, GO:0009058, GO:0055114, GO:0020037, GO:0016705, GO:0005506"
"Ceric.39G015700.2.p",""
"Ceric.39G015700.3.p",""
"Ceric.39G015700.4.p",""
"Ceric.39G015700.5.p",""
"Ceric.39G015800.1.p",", GO:0030170, GO:0009058, GO:0055114, GO:0020037, GO:0016705, GO:0005506"
"Ceric.39G015800.2.p",""
"Ceric.39G015800.3.p",""
"Ceric.39G015800.4.p",""
"Ceric.39G015800.5.p",""
"Ceric.39G015900.1.p","GO:0003743, GO:0005737, GO:0005852"
"Ceric.39G015900.2.p","GO:0003743, GO:0005737, GO:0005852, "
"Ceric.39G015900.3.p","GO:0003743, GO:0005737, GO:0005852, "
"Ceric.39G016000.1.p",", GO:0005975, GO:0004553"
"Ceric.39G016000.2.p",""
"Ceric.39G016100.1.p",""
"Ceric.39G016200.1.p",", GO:0006810, GO:0005622"
"Ceric.39G016300.1.p","GO:0008168, GO:0008152, "
"Ceric.39G016300.2.p","GO:0008168, "
"Ceric.39G016300.3.p","GO:0008168, "
"Ceric.39G016300.4.p","GO:0008168, "
"Ceric.39G016300.5.p","GO:0008168, "
"Ceric.39G016300.6.p","GO:0008168, "
"Ceric.39G016400.1.p","GO:0016021, "
"Ceric.39G016400.2.p","GO:0016021, "
"Ceric.39G016500.1.p",""
"Ceric.39G016500.2.p",""
"Ceric.39G016600.1.p",""
"Ceric.39G016700.1.p",""
"Ceric.39G016800.1.p","GO:0003676, "
"Ceric.39G016800.2.p","GO:0003676, "
"Ceric.39G016800.3.p","GO:0003676, "
"Ceric.39G016800.4.p","GO:0003676, "
"Ceric.39G016900.1.p",""
"Ceric.39G017000.1.p",""
"Ceric.39G017000.2.p",""
"Ceric.39G017100.1.p",""
"Ceric.39G017100.2.p",""
"Ceric.39G017200.1.p","GO:0005515, "
"Ceric.39G017200.2.p","GO:0005515, "
"Ceric.39G017200.3.p","GO:0005515, "
"Ceric.39G017200.4.p","GO:0005515, "
"Ceric.39G017300.1.p","GO:0005515, GO:0005751, GO:0005743, GO:0004129"
"Ceric.39G017300.2.p","GO:0005515, "
"Ceric.39G017300.3.p","GO:0005515, "
"Ceric.39G017400.1.p",""
"Ceric.39G017500.1.p",""
"Ceric.39G017500.2.p",""
"Ceric.39G017500.3.p",""
"Ceric.39G017500.4.p",""
"Ceric.39G017600.1.p",""
"Ceric.39G017600.2.p",""
"Ceric.39G017600.3.p",""
"Ceric.39G017600.4.p",""
"Ceric.39G017600.5.p",""
"Ceric.39G017700.1.p","GO:0005515, "
"Ceric.39G017800.1.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017800.2.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017800.3.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017800.4.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017800.5.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017800.6.p","GO:0006505, GO:0006886, GO:0016788, "
"Ceric.39G017900.1.p","GO:0006486, GO:0016757, "
"Ceric.39G017900.2.p",""
"Ceric.39G017900.3.p",""
"Ceric.39G017900.4.p",""
"Ceric.39G018000.1.p",""
"Ceric.39G018100.1.p","GO:0007010, GO:0008017"
"Ceric.39G018100.2.p","GO:0007010, GO:0008017, "
"Ceric.39G018100.3.p","GO:0007010, GO:0008017, "
"Ceric.39G018200.1.p","GO:0004672, GO:0004674, GO:0004713, GO:0005524, GO:0006468, "
"Ceric.39G018300.1.p","GO:0004097, GO:0008152, GO:0016491, GO:0055114, "
"Ceric.39G018300.2.p","GO:0004097, GO:0008152, GO:0016491, GO:0055114, "
"Ceric.39G018300.3.p","GO:0004097, GO:0008152, GO:0016491, GO:0055114, "
"Ceric.39G018400.1.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.10.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.11.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.2.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.3.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.4.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.5.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.6.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.7.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.8.p","GO:0003677, GO:0006355, "
"Ceric.39G018400.9.p","GO:0003677, GO:0006355, "
"Ceric.39G018500.1.p",""
"Ceric.39G018600.1.p",""
"Ceric.39G018700.1.p",""
"Ceric.39G018700.2.p",""
"Ceric.39G018700.3.p",""
"Ceric.39G018800.1.p",""
"Ceric.39G018900.1.p",""
"Ceric.39G019000.1.p",""
"Ceric.39G019100.1.p",""
"Ceric.39G019100.2.p",""
"Ceric.39G019200.1.p",""
"Ceric.39G019200.2.p",""
"Ceric.39G019300.1.p",""
"Ceric.39G019400.1.p",""
"Ceric.39G019400.2.p",""
"Ceric.39G019500.1.p",""
"Ceric.39G019500.2.p",""
"Ceric.39G019600.1.p",""
"Ceric.39G019700.1.p","GO:0016020, GO:0016655, GO:0055114"
"Ceric.39G019700.2.p","GO:0016020, GO:0016655, GO:0055114, "
"Ceric.39G019700.3.p","GO:0016020, GO:0016655, GO:0055114, "
"Ceric.39G019800.1.p",""
"Ceric.39G019900.1.p","GO:0005515, GO:0008270, "
"Ceric.39G019900.2.p","GO:0005515, GO:0008270, "
"Ceric.39G020000.1.p",""
"Ceric.39G020100.1.p",""
"Ceric.39G020200.1.p","GO:0016301, "
"Ceric.39G020200.2.p","GO:0016301, "
"Ceric.39G020200.3.p","GO:0016301, "
"Ceric.39G020200.4.p","GO:0016301, "
"Ceric.39G020200.5.p","GO:0016301, "
"Ceric.39G020200.6.p","GO:0016301, "
"Ceric.39G020200.7.p","GO:0016301, "
"Ceric.39G020200.8.p","GO:0016301, "
"Ceric.39G020200.9.p","GO:0016301, "
"Ceric.39G020300.1.p","GO:0003682, GO:0005515, GO:0008270, "
"Ceric.39G020300.2.p","GO:0003682, GO:0005515, GO:0008270, "
"Ceric.39G020300.3.p","GO:0003682, GO:0005515, GO:0008270, "
"Ceric.39G020400.1.p",""
"Ceric.39G020500.1.p","GO:0016757, GO:0047262, "
"Ceric.39G020500.2.p","GO:0016757, GO:0047262, "
"Ceric.39G020500.3.p","GO:0016757, GO:0047262, "
"Ceric.39G020600.1.p","GO:0016757, GO:0045492, GO:0015020, GO:0009834, GO:0005794"
"Ceric.39G020600.2.p","GO:0016757, "
"Ceric.39G020700.1.p",""
"Ceric.39G020800.1.p","GO:0004252, GO:0006508, "
"Ceric.39G020900.1.p","GO:0008152, GO:0016791, "
"Ceric.39G020900.2.p","GO:0008152, GO:0016791, "
"Ceric.39G021000.1.p","GO:0005524"
"Ceric.39G021000.2.p","GO:0005524, "
"Ceric.39G021000.3.p","GO:0005524, "
"Ceric.39G021100.1.p",""
"Ceric.39G021200.1.p","GO:0003682, "
"Ceric.39G021200.2.p","GO:0003682, "
"Ceric.39G021200.3.p","GO:0003682, "
"Ceric.39G021200.4.p","GO:0003682, "
"Ceric.39G021200.5.p","GO:0003682, "
"Ceric.39G021300.1.p","GO:0003677, GO:0006355, "
"Ceric.39G021300.2.p","GO:0003677, GO:0006355, "
"Ceric.39G021300.3.p","GO:0003677, GO:0006355, "
"Ceric.39G021300.4.p","GO:0003677, GO:0006355, "
"Ceric.39G021300.5.p","GO:0003677, GO:0006355, "
"Ceric.39G021300.6.p","GO:0003677, GO:0006355, "
"Ceric.39G021400.1.p","GO:0003676, GO:0005622, GO:0006810"
"Ceric.39G021400.2.p","GO:0003676, GO:0005622, GO:0006810, "
"Ceric.39G021400.3.p","GO:0003676, GO:0005622, GO:0006810, "
"Ceric.39G021500.1.p",""
