geneID,logFC,logCPM,F,PValue,FDR,GO,GOterms,Best-hit-arabi-name,Best-hit-arabi-defline,Best-hit-clamy-name,Best-hit-clamy-defline,Best-hit-rice-name,Best-hit-rice-defline,Pfam,Panther,ec,KOG,KO
Ceric.12G048800.1,0.21208399887250182,5.469421002396867,1.898259778126024,0.20221595390119143,0.25077206641272753,GO:0003735 GO:0006412 GO:0015934,structural constituent of ribosome; translation; large ribosomal subunit,AT5G64670,Ribosomal protein L18e/L15 superfamily protein,Cre11.g476800,Putative mitochondrial ribosomal protein L15,LOC_Os08g21840,"50S ribosomal protein L15, putative, expressed",PF00828,PTHR12934 PTHR12934:SF12,NA,KOG0846,K02876
Ceric.38G050300.1,-0.2557941611416543,3.098451353837559,1.8975756096204008,0.20229277838900395,0.2508536451187043,NA,,AT3G28970,Domain of unknown function (DUF298),NA,NA,LOC_Os07g43720,"DCN1, putative, expressed",PF03556,PTHR12281 PTHR12281:SF10,NA,NA,K17822
Ceric.11G001200.1,1.018605808830587,-0.8889469585051882,1.900993086407842,0.20243889727376194,0.2510211389129242,GO:0005515,protein binding,AT1G33670,Leucine-rich repeat (LRR) family protein,NA,NA,NA,NA,PF00560 PF08263 PF13855,PTHR27000,EC:2.7.11.1,NA,NA
Ceric.34G030200.1,0.5831499275447384,-0.3500168451319592,1.8991294773205425,0.20245571360206635,0.2510282899811901,GO:0046983,protein dimerization activity,NA,NA,NA,NA,NA,NA,PF00010,PTHR12565 PTHR12565:SF126,NA,NA,NA
Ceric.01G015700.1,0.9341212924791286,-0.4015593838881555,1.899192519309652,0.20248153061189153,0.2510353627977402,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.10G013400.1,0.29428328512238444,3.5703690265636006,1.8957880309957662,0.20248488530430162,0.2510353627977402,GO:0005515,protein binding,NA,NA,NA,NA,NA,NA,PF07719 PF13414,PTHR22904,NA,NA,NA
Ceric.32G011600.1,0.33159338021918167,3.83157683022861,1.8956963027347606,0.20249456660202417,0.2510353627977402,NA,,AT5G26990,Drought-responsive family protein,NA,NA,LOC_Os05g48800,"drought induced 19 protein, putative, expressed",PF05605 PF14571,PTHR31875 PTHR31875:SF2,NA,NA,NA
Ceric.01G122800.1,0.8230516343363806,-1.0942969707424433,1.8983911462038572,0.20255393921387968,0.2510952662738109,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.04G029100.1,0.23678642905541827,3.314053866234303,1.892807262014998,0.2028086311794253,0.2513972769404934,NA,,AT1G29380,Carbohydrate-binding X8 domain superfamily protein,NA,NA,LOC_Os01g44090,"X8 domain containing protein, expressed",PF07983,PTHR32227,EC:3.2.1.39,NA,NA
Ceric.13G051100.1,0.25564318371653294,3.632145734029843,1.8908604683866697,0.2030193774661499,0.2516447834935599,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.05G005800.1,0.20093340960235082,5.64877542361256,1.8897129457506623,0.20314264131967402,0.25178383350472855,GO:0004672 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,NA,Cre07.g319350,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,NA,NA,PF07714 PF08263,PTHR27008,EC:2.7.11.1,KOG1187,NA
Ceric.34G045000.1,0.1960094308186212,4.756299040610168,1.8882878206430866,0.2032980383978499,0.2519626934897579,GO:0000166 GO:0005507 GO:0006812 GO:0016021 GO:0019829 GO:0030001 GO:0046872,nucleotide binding; copper ion binding; monoatomic cation transport; ; ATPase-coupled monoatomic cation transmembrane transporter activity; metal ion transport; metal ion binding,AT1G63440,heavy metal atpase 5,Cre16.g682369,Heavy metal transporting ATPase,LOC_Os04g46940,"copper-transporting ATPase 3, putative, expressed",PF00122 PF00403 PF12710,PTHR24093 PTHR24093:SF315,EC:3.6.3.4 EC:3.6.3.54,NA,K17686
Ceric.1Z048700.1,-0.19063628864837343,6.23138695949597,1.8871183799261295,0.20342508024738545,0.25210639309078936,GO:0005515,protein binding,AT5G64760,regulatory particle non-ATPase subunit 5B,Cre14.g632775,"(1 of 1) K03035 - 26S proteasome regulatory subunit N5 (PSMD12, RPN5)",LOC_Os03g63430,"proteasome subunit, putative, expressed",PF01399,PTHR10855 PTHR10855:SF1,NA,NA,K03035
Ceric.06G080300.1,0.4451501730793052,1.4113060022561381,1.8846538434623077,0.20371107921987294,0.2524470631536733,GO:0006508 GO:0008236 GO:0016020,proteolysis; serine-type peptidase activity; membrane,AT3G08980,Peptidase S24/S26A/S26B/S26C family protein,Cre01.g027100,Mitochondrial inner membrane signal peptidase,LOC_Os03g05430,"peptidase, putative, expressed",PF00717,PTHR12383 PTHR12383:SF22,EC:3.4.21.89,KOG1568,K09648
Ceric.24G062500.1,0.3107563468977731,3.8737245816844283,1.8836279727409038,0.20380716037490007,0.2525523549993103,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; ",AT3G10560,Cytochrome P450 superfamily protein,NA,NA,LOC_Os06g22340,"cytochrome P450, putative, expressed",PF00067,PTHR24298 PTHR24298:SF45,NA,KOG0156,NA
Ceric.01G001800.1,0.14062626937978312,5.581822791768941,1.8833291285368357,0.20383855833256598,0.2525774860516808,GO:0003677 GO:0008289,DNA binding; lipid binding,AT4G04890,protodermal factor 2,NA,NA,LOC_Os08g08820,"homeobox and START domains containing protein, putative, expressed",PF00046 PF01852,PTHR24326 PTHR24326:SF294,NA,KOG0483,K09338
Ceric.1Z028300.1,0.266538255951959,3.3780936186457793,1.8823581871919295,0.203946506262367,0.2526912830374766,GO:0005089,,AT4G13240,RHO guanyl-nucleotide exchange factor 9,NA,NA,NA,NA,PF03759,PTHR33101,NA,NA,NA
Ceric.1Z316000.1,-0.37978267864089205,2.913220315823223,1.8823187201861695,0.2039526412719842,0.2526912830374766,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.1Z006900.1,-0.37182340806218656,1.7214712615500707,1.88210469291608,0.2039882179181313,0.25272157939153805,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.19G059900.1,0.21141544217128738,3.973511038962874,1.8804544614662693,0.20415409397514375,0.2529132919472867,GO:0003972 GO:0005524 GO:0006388,"RNA ligase (ATP) activity; ATP binding; tRNA splicing, via endonucleolytic cleavage and ligation",NA,NA,NA,NA,NA,NA,PF08302,PTHR35460 PTHR35460:SF1,NA,NA,NA
Ceric.18G037500.1,0.157003932942533,4.948619519913019,1.8800451673975906,0.20419810052285714,0.25295401558226777,NA,,AT4G29960,NA,NA,NA,LOC_Os04g51780,expressed protein,NA,PTHR36787 PTHR36787:SF1,NA,NA,NA
Ceric.01G046000.1,0.16621106952676962,4.965220426391415,1.8792909427307802,0.2042807273699591,0.2530425737483289,NA,,AT1G80170,Pectin lyase-like superfamily protein,NA,NA,LOC_Os05g46510,"polygalacturonase, putative, expressed",PF12708,PTHR31375,EC:3.2.1.15,NA,K01213
Ceric.03G031600.1,0.1707848866025355,4.479668252698038,1.8776232305249436,0.20446378492016645,0.2532555190056298,GO:0004672 GO:0004707 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; MAP kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,NA,NA,NA,NA,NA,PF00069,PTHR24055 PTHR24055:SF214,EC:2.7.11.24,NA,NA
Ceric.35G010600.1,0.4922202544075117,1.9018501981806328,1.8774330906160823,0.20449347898645379,0.25327849038288414,GO:0004789 GO:0009228,thiamine-phosphate diphosphorylase activity; thiamine biosynthetic process,NA,NA,NA,NA,NA,NA,PF02581 PF08543,PTHR20857 PTHR20857:SF15,EC:2.5.1.3,NA,NA
Ceric.11G071900.1,-0.16546446539161117,4.239906688261599,1.8759109999908032,0.20465195410378287,0.2534609542784476,GO:0000387 GO:0000398 GO:0005681,"spliceosomal snRNP assembly; mRNA splicing, via spliceosome; spliceosomal complex",NA,NA,Cre09.g405650,(1 of 1) PTHR12794:SF0 - GEM-ASSOCIATED PROTEIN 2,LOC_Os11g18830,"survival motor neuron containing protein, expressed",PF04938,PTHR12794 PTHR12794:SF0,NA,NA,K13130
Ceric.27G052900.1,-0.36758227100987984,2.326443142117563,1.875475458581374,0.20470675360012594,0.2535150032728951,NA,,NA,NA,NA,NA,NA,NA,PF15072,PTHR14523,NA,NA,NA
Ceric.08G051500.1,0.1925022523092201,3.822861167620596,1.8750250331543161,0.20474991850118107,0.2535546385276536,NA,,AT5G01470,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,NA,NA,LOC_Os03g61140,expressed protein,PF10294,PTHR14614 PTHR14614:SF42,NA,NA,NA
Ceric.1Z232300.1,-0.5927150177735747,0.4194493001366149,1.876101563376533,0.20481317872732654,0.25361915340416047,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.27G006800.1,0.7678234182584737,-0.13640190284451612,1.8747137213051273,0.20501225002712767,0.2538518262680572,NA,,NA,NA,NA,NA,NA,NA,PF13041,PTHR24015,NA,NA,NA
Ceric.39G009800.1,0.32058511674744833,2.982067329322179,1.8724405740707257,0.20503587249946775,0.2538672400302691,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.20G084400.1,0.15615627578511002,4.826157927808756,1.8721940354124047,0.2050604580530762,0.25388384449634,NA,,AT3G19330,Protein of unknown function (DUF677),NA,NA,LOC_Os03g05440,"DUF677 domain containing protein, putative, expressed",PF05055,PTHR31113,NA,NA,NA
Ceric.29G028900.1,0.40506503667161875,2.004309961643305,1.8713045066987843,0.20516643022063394,0.2540012058297958,GO:0004601 GO:0006979 GO:0020037 GO:0055114,peroxidase activity; response to oxidative stress; heme binding; ,NA,NA,NA,NA,NA,NA,PF00141,PTHR31235,EC:1.11.1.7,NA,NA
Ceric.11G010500.1,0.19411305761827155,4.248535111239125,1.8707995746968626,0.205214489298985,0.25404686041759156,GO:0006633 GO:0016790,fatty acid biosynthetic process; thiolester hydrolase activity,AT1G08510,fatty acyl-ACP thioesterases B,NA,NA,LOC_Os01g31760,"acyl-ACP thioesterase, putative, expressed",PF01643,PTHR31727,EC:3.1.2.14,NA,NA
Ceric.20G046800.1,-0.20299065204203232,3.8013709745824205,1.8689931663704409,0.20541459883184127,0.25428073180736677,GO:0000079 GO:0006355 GO:0016538 GO:0016592 GO:0019901,regulation of cyclin-dependent protein serine/threonine kinase activity; regulation of DNA-templated transcription; cyclin-dependent protein serine/threonine kinase regulator activity; mediator complex; protein kinase binding,AT5G48630,Cyclin family protein,Cre03.g174476,C-type cyclin,LOC_Os09g32680,"cyclin, putative, expressed",PF00134,PTHR10026 PTHR10026:SF7,NA,KOG0794,K15161
Ceric.30G065200.1,-0.18884485280759383,3.6335497756414603,1.8685621240898822,0.2054624554168492,0.25432611553968604,GO:0003676,nucleic acid binding,NA,NA,NA,NA,LOC_Os03g03140,"RNA recognition motif containing protein, putative, expressed",PF00076,PTHR24012 PTHR24012:SF386,NA,KOG0131,NA
Ceric.11G077700.1,-0.3485327322072548,2.204546401078909,1.8684483572779833,0.20548206020446197,0.2543365255126762,GO:0003824 GO:0008152,catalytic activity; metabolic process,AT4G05160,AMP-dependent synthetase and ligase family protein,NA,NA,NA,NA,PF00501 PF13193,PTHR24096 PTHR24096:SF213,NA,NA,K01904
Ceric.14G064800.1,-0.9737482228529084,0.5506146867449164,1.8697191657303063,0.20554087430384566,0.25439546324412016,GO:0003735 GO:0006412 GO:0015934,structural constituent of ribosome; translation; large ribosomal subunit,NA,NA,NA,NA,NA,NA,PF16906,PTHR11143,NA,NA,NA
Ceric.1Z048400.1,0.2245858705743985,3.546100366101902,1.8660956008294087,0.20573492548022296,0.2546217667366773,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.20G030000.1,-0.18055708631128867,3.713508692825665,1.8631981225144132,0.20605596184651212,0.2550051964914974,GO:0003682 GO:0005515 GO:0008270,chromatin binding; protein binding; zinc ion binding,NA,NA,Cre16.g675246,BAH protein,LOC_Os09g21770,"ES43 protein, putative, expressed",PF00628 PF01426,PTHR12505,NA,NA,NA
Ceric.30G056600.1,0.27175529504514884,7.96551629966047,1.8602417195370093,0.2063824081447307,0.2553835159177415,GO:0004801 GO:0005737 GO:0005975 GO:0006098,transaldolase activity; cytoplasm; carbohydrate metabolic process; pentose-phosphate shunt,AT5G13420,Aldolase-type TIM barrel family protein,NA,NA,LOC_Os01g70170,"transaldolase, putative, expressed",PF00923,PTHR10683 PTHR10683:SF6,EC:2.2.1.2,KOG2772,K00616
Ceric.1Z102000.1,-0.3158971392880141,3.936289371991731,1.8602390659310206,0.20638414332715938,0.2553835159177415,GO:0004672 GO:0004713 GO:0005524 GO:0006468,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,NA,Cre07.g319350,(1 of 40) PTHR23257//PTHR23257:SF513 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED,NA,NA,PF07714,PTHR27003,EC:2.7.10.1 EC:2.7.11.1,KOG1187,K04733
Ceric.03G044800.1,-0.16636396428300573,4.095053975667482,1.8556132818908289,0.2068985391296754,0.2560060950104621,NA,,AT5G51380,RNI-like superfamily protein,NA,NA,LOC_Os02g44104,"F-box family protein, putative, expressed",NA,PTHR24006,NA,KOG1947,NA
Ceric.37G038700.1,0.27522909123253486,2.925089232638149,1.8547983770981402,0.2069914314502749,0.25610708697956625,NA,,AT3G10630,UDP-Glycosyltransferase superfamily protein,Cre02.g118801,Glycosyl transferase,LOC_Os09g12530,"glycosyl transferase, group 1 domain containing protein, expressed",PF00534,PTHR12526 PTHR12526:SF378,EC:2.4.1.246,NA,NA
Ceric.01G006600.1,-0.7792346848258493,-0.589617275007598,1.85024659586889,0.20731423933573823,0.2564925231971158,GO:0006855 GO:0015238 GO:0015297 GO:0016020 GO:0055085,xenobiotic transmembrane transport; ; antiporter activity; membrane; transmembrane transport,NA,NA,Cre10.g444900,MATE efflux family protein,NA,NA,PF01554,PTHR11206 PTHR11206:SF173,NA,KOG1347,K03327
Ceric.11G077200.1,0.3495485971259386,1.7140581225660743,1.8511193806222417,0.20741140203415034,0.25659876077182864,GO:0005737 GO:0006464 GO:0009107 GO:0016415,cytoplasm; ; lipoate biosynthetic process; ,AT4G31050,Biotin/lipoate A/B protein ligase family,NA,NA,LOC_Os12g40450,"biotin--protein ligase, putative, expressed",PF03099,PTHR10993 PTHR10993:SF11,EC:2.3.1.181,KOG0325,K03801
Ceric.11G040600.1,-0.1686003907150485,4.474958066112,1.8505627566874792,0.2074621946172955,0.2566476231696344,GO:0000226 GO:0000922 GO:0005815 GO:0005856 GO:0007020,microtubule cytoskeleton organization; spindle pole; microtubule organizing center; cytoskeleton; microtubule nucleation,AT5G06680,spindle pole body component 98,Cre11.g467745,Gamma tubulin interacting protein,LOC_Os09g27370,"Spc97 / Spc98 family protein, putative, expressed",PF04130,PTHR19302 PTHR19302:SF14,NA,NA,K16570
Ceric.18G076600.1,-0.7958910680768534,1.6729520181081863,1.8480727054642951,0.20776406164871822,0.2570070628660149,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.02G082600.1,-0.29311919518072166,3.031790656200084,1.8464430166763637,0.20792646202570472,0.25719395060499733,GO:0005777 GO:0010468,peroxisome; regulation of gene expression,NA,NA,NA,NA,NA,NA,PF01936,PTHR14379,NA,NA,NA
Ceric.23G012200.1,0.40315956158979005,2.3284346161793565,1.8447334164147504,0.20812101084294599,0.25741228091341783,GO:0003700 GO:0006351 GO:0006355 GO:0043565,DNA-binding transcription factor activity; DNA-templated transcription; regulation of DNA-templated transcription; sequence-specific DNA binding,AT2G16770,Basic-leucine zipper (bZIP) transcription factor family protein,NA,NA,LOC_Os06g50310,"E2F-related protein, putative, expressed",PF07716,PTHR23334 PTHR23334:SF25,NA,NA,NA
Ceric.13G018400.1,0.5452155898972242,1.377660563603568,1.8447989597051118,0.20812563000565923,0.25741228091341783,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.37G020300.1,0.15097671450153652,5.455491034409365,1.8437360519696013,0.20822750709905244,0.2575136204002565,GO:0003824 GO:0008152,catalytic activity; metabolic process,AT5G23050,acyl-activating enzyme 17,Cre17.g726700,(1 of 1) KOG1175 - Acyl-CoA synthetase,LOC_Os09g21230,"AMP-binding enzyme, putative, expressed",PF00501 PF13193,PTHR24095 PTHR24095:SF153,EC:6.2.1.1,KOG1175,NA
Ceric.10G053900.1,0.21003576835406942,4.327111111982697,1.84371742692482,0.20823023550213973,0.2575136204002565,GO:0005515 GO:0008270,protein binding; zinc ion binding,NA,NA,NA,NA,NA,NA,PF13639,PTHR14155 PTHR14155:SF143,NA,NA,NA
Ceric.14G096300.1,0.17107991115858576,7.554184801443263,1.843040543330356,0.20830571026395397,0.2575929366147818,GO:0003735 GO:0005840 GO:0006412,structural constituent of ribosome; ribosome; translation,AT3G55280,ribosomal protein L23AB,Cre06.g282500,Cytosolic 80S ribosomal protein L23a,LOC_Os04g42270,"60S ribosomal protein L23A, putative, expressed",PF00276 PF03939,PTHR11620 PTHR11620:SF14,NA,KOG1751,K02893
Ceric.30G044800.1,-0.2871783053147335,3.065348993699011,1.8424420857090895,0.20837606387811441,0.25766591167729175,GO:0004252 GO:0006508 GO:0016021,serine-type endopeptidase activity; proteolysis; ,NA,NA,Cre03.g145527,Rhomboid-like protease,NA,NA,PF01694,PTHR22936 PTHR22936:SF15,NA,KOG2289,NA
Ceric.07G073100.1,0.2550603700851316,3.5605654902131456,1.8420638332022239,0.20841719505319936,0.2577027459678696,NA,,AT5G64780,Uncharacterised conserved protein UCP009193,Cre17.g731900,NA,LOC_Os09g19640,"holocarboxylase synthetase, putative, expressed",NA,PTHR33675,NA,NA,NA
Ceric.26G051100.1,0.14390909126287052,6.2728887438896574,1.84171992599239,0.20845438245231931,0.2577347001324758,GO:0005198 GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0030126,structural molecule activity; protein binding; intracellular protein transport; vesicle-mediated transport; membrane coat; COPI vesicle coat,AT1G62020,"Coatomer, alpha subunit",Cre13.g565850,Alpha subunit of COP-I complex,LOC_Os09g04110,"coatomer alpha subunit, putative, expressed",PF00400 PF04053 PF06957,PTHR19876 PTHR19876:SF7,NA,NA,K05236
Ceric.13G010800.1,0.2255533109607186,3.43469711812702,1.8415101831205984,0.20847979754877236,0.2577488453320441,NA,,NA,NA,NA,NA,LOC_Os10g40920,"pentatricopeptide, putative, expressed",PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.26G044300.1,0.28056911982535576,3.568794061142768,1.8414305182554278,0.20848851316814007,0.2577488453320441,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.22G042200.1,0.24002686403569096,2.8163457701386343,1.840772991098562,0.20856438193215496,0.2578286099203737,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.31G020000.1,-0.20369863643833577,4.395045900400126,1.8388234166687452,0.20878149217676348,0.2580829599414489,GO:0005509 GO:0005544,calcium ion binding; calcium-dependent phospholipid binding,AT1G68090,annexin 5,NA,NA,LOC_Os09g23160,"annexin, putative, expressed",PF00191,PTHR10502,NA,KOG0819,K17095
Ceric.04G095100.1,-0.18741036841526265,4.441291137784063,1.8365165765263025,0.20904205956584596,0.25839099843723906,GO:0007165,signal transduction,AT4G28910,novel interactor of JAZ,NA,NA,LOC_Os05g48500,expressed protein,PF16135,PTHR31413 PTHR31413:SF2,NA,NA,NA
Ceric.23G041800.1,0.3668145188240863,1.0240749536892195,1.836226218884657,0.20910412216463217,0.2584536505880136,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR24015 PTHR24015:SF379,NA,NA,NA
Ceric.37G038600.1,-0.20943150368444544,6.2969539069057285,1.8357089722603361,0.20913286062065906,0.25846738154798365,GO:0003824 GO:0005992 GO:0008152,catalytic activity; trehalose biosynthetic process; metabolic process,AT4G17770,trehalose phosphatase/synthase 5,Cre06.g278221,Trehalose-6-phosphate synthase/phosphatase,LOC_Os09g23350,"trehalose synthase, putative, expressed",PF00982 PF02358,PTHR10788 PTHR10788:SF14,EC:2.4.1.15 EC:3.1.3.12,NA,K16055
Ceric.34G010100.1,0.20682148636624503,3.9660943510630178,1.8356745643051569,0.20913798472629005,0.25846738154798365,GO:0000930 GO:0003924 GO:0005200 GO:0005525 GO:0005874 GO:0007017 GO:0007020 GO:0031122,gamma-tubulin complex; GTPase activity; structural constituent of cytoskeleton; GTP binding; microtubule; microtubule-based process; microtubule nucleation; cytoplasmic microtubule organization,NA,NA,NA,NA,NA,NA,PF00091 PF03953,PTHR11588 PTHR11588:SF72,EC:2.4.2.1,NA,K07375
Ceric.1Z208700.1,0.3357876073492546,2.4542984127659744,1.8352198072504582,0.2091932454867494,0.2585216135886347,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; ",NA,NA,NA,NA,NA,NA,PF00067,PTHR24298,EC:1.14.13.152,NA,NA
Ceric.04G103400.1,0.24192150864042358,3.4850139353660974,1.8325901292721904,0.20948782106288683,0.25887156957996876,NA,,NA,NA,NA,NA,NA,NA,PF01535 PF13041,PTHR24015,NA,NA,NA
Ceric.31G045100.1,0.17150647452771067,7.831582425127944,1.8309850809407409,0.20966815298775113,0.2590803202289088,NA,,AT5G39570,"(1 of 2) PTHR33971:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MRI12",NA,NA,LOC_Os06g12580,"pro-resilin precursor, putative, expressed",NA,NA,NA,NA,NA
Ceric.21G000600.1,-0.22873700226392563,3.817613513333493,1.8288245218745092,0.2099150825573165,0.2593653328677754,NA,,AT5G15880,NA,NA,NA,LOC_Os09g02130,expressed protein,NA,PTHR37761 PTHR37761:SF1,NA,NA,NA
Ceric.27G069900.1,-0.21204859481967928,4.533521726911638,1.828758430913791,0.20992164007098263,0.2593653328677754,GO:0005515,protein binding,AT1G78280,"transferases, transferring glycosyl groups",Cre07.g327150,(1 of 2) PTHR12480//PTHR12480:SF5 - PHOSPHATIDYLSERINE RECEPTOR // BIFUNCTIONAL ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD6,LOC_Os03g27250,"OsFBO14 - F-box and other domain containing protein, expressed",PF00646 PF13621,PTHR12480 PTHR12480:SF5,NA,KOG2130,NA
Ceric.11G000700.1,0.2736027489509895,3.6317737300205906,1.8272342709037679,0.21009601362766506,0.2595626775501342,GO:0004222 GO:0006508 GO:0016020,metalloendopeptidase activity; proteolysis; membrane,AT4G20310,Peptidase M50 family protein,NA,NA,LOC_Os01g46590,expressed protein,PF02163,PTHR13325 PTHR13325:SF3,EC:3.4.24.85,KOG2921,K07765
Ceric.16G008700.1,0.2325356712601866,3.529318048224328,1.8271628498821615,0.2101042141003991,0.2595626775501342,GO:0004649 GO:0005975,poly(ADP-ribose) glycohydrolase activity; carbohydrate metabolic process,NA,NA,NA,NA,NA,NA,PF05028,PTHR12837,EC:3.2.1.143,NA,K07759
Ceric.30G053000.1,0.26186153613361096,2.96588354783805,1.8255045022216698,0.21029448090370723,0.25978162115976594,GO:0005515 GO:0008270,protein binding; zinc ion binding,NA,NA,NA,NA,NA,NA,PF13920,NA,NA,KOG4172,NA
Ceric.36G063100.1,-0.21748939981033424,3.7534578602060815,1.8254070465333436,0.210304308128457,0.25978162115976594,NA,,AT5G48240,(1 of 1) KOG2974 - Uncharacterized conserved protein,Cre02.g095850,(1 of 1) PF07890 - Rrp15p (Rrp15p),LOC_Os11g16480,"transposon protein, putative, unclassified, expressed",PF07890,PTHR13245,NA,KOG2974,NA
Ceric.32G054200.1,-0.2285278521913747,3.675048507616698,1.8252617895388148,0.21032091963320468,0.2597880157204794,NA,,AT3G52570,alpha/beta-Hydrolases superfamily protein,Cre06.g259700,(1 of 3) PTHR10992//PTHR10992:SF691 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,NA,NA,PF12697,PTHR10992 PTHR10992:SF691,EC:3.1.2.2,KOG2382,NA
Ceric.31G029100.1,0.38887555871396806,4.411914926146276,1.8246831546759206,0.2103858147780385,0.2598540462075816,GO:0004672 GO:0005524 GO:0006468,protein kinase activity; ATP binding; protein phosphorylation,AT5G53450,OBP3-responsive gene 1,NA,NA,LOC_Os01g46720,expressed protein,PF00069,PTHR24056 PTHR24056:SF181,EC:2.7.11.1,KOG0594,NA
Ceric.08G031500.1,1.0858573213542688,-0.9833005941902218,1.8257850861672775,0.21071769301604618,0.2602498106894022,GO:0005515 GO:0007165 GO:0043531,protein binding; signal transduction; ADP binding,AT5G36930,Disease resistance protein (TIR-NBS-LRR class) family,NA,NA,LOC_Os09g10054,"disease resistance protein RPS2, putative, expressed",PF00931 PF01582,PTHR11017 PTHR11017:SF155,NA,KOG4658,NA
Ceric.27G052400.1,0.22710668102442563,3.28079470238052,1.8203865627123386,0.2108781305643883,0.26043380345142086,NA,,NA,NA,NA,NA,NA,NA,PF08700 PF16528,PTHR21426 PTHR21426:SF12,NA,KOG2215,NA
Ceric.09G008200.1,0.5176792236177135,0.5724745137835421,1.8203464892281556,0.21094022993073086,0.2604963354784081,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceric.08G000500.1,0.15457685064976356,4.798037344493238,1.8192746423385615,0.2110035355224995,0.2605603502302243,NA,,AT2G23970,Class I glutamine amidotransferase-like superfamily protein,Cre07.g346650,(1 of 1) PTHR11922//PTHR11922:SF34 - GMP SYNTHASE-RELATED // SUBFAMILY NOT NAMED,LOC_Os02g08270,"class I glutamine amidotransferase, putative, expressed",PF00117,PTHR11922 PTHR11922:SF42,NA,KOG3179,NA
Ceric.03G046500.1,-0.5481232124587551,2.624227156031588,1.8186791553002422,0.21107720791062282,0.2606371588956704,GO:0004842 GO:0016567,ubiquitin-protein transferase activity; protein ubiquitination,NA,NA,NA,NA,NA,NA,PF04564,PTHR22849 PTHR22849:SF4,EC:6.3.2.19,NA,NA
Ceric.33G018500.1,-0.14937959810527926,5.100577678165319,1.816247426758787,0.21135050504032,0.26096044152233855,GO:0005515,protein binding,AT3G06190,BTB-POZ and MATH domain 2,Cre03.g144284,MATH-domain protein,LOC_Os07g46160,"MBTB14 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed",PF00651,PTHR24411 PTHR24411:SF35,NA,KOG1987,K10523
Ceric.07G080400.1,0.15436503674137905,6.869891779134186,1.8158035671897106,0.2114011356317736,0.2610087712851619,NA,,NA,NA,NA,NA,NA,NA,NA,PTHR36395 PTHR36395:SF1,NA,NA,NA
Ceric.20G001400.1,1.2077630075459425,-0.9917611066837313,1.8179618000097806,0.2115740788694459,0.2612081022625226,GO:0004553 GO:0005618 GO:0005975 GO:0006073 GO:0010411 GO:0016762 GO:0042546 GO:0048046,"hydrolase activity, hydrolyzing O-glycosyl compounds; cell wall; carbohydrate metabolic process; ; xyloglucan metabolic process; xyloglucan:xyloglucosyl transferase activity; cell wall biogenesis; apoplast",NA,NA,NA,NA,LOC_Os11g33270,"glycosyl hydrolases family 16, putative, expressed",PF00722 PF06955,PTHR31062,EC:2.4.1.207 EC:3.2.1.151,NA,K08235
